roberta_neg,roberta_neu,roberta_pos,Reviews,Aspect
0.04437765,0.6356898,0.31993258,easy wash rinse,Ease of Reprocessing
0.0077063385,0.14041543,0.8518783,super easy clean,Ease of Reprocessing
0.06783613,0.6673613,0.26480252,empty easily rinse clean,Ease of Reprocessing
0.06946985,0.50307465,0.42745554,easy use,Ease of Use
0.06946985,0.50307465,0.42745554,easy use,Ease of Use
0.30544332,0.6581893,0.036367446,expect however find small amount sludge bottom cup,Interference
0.009581532,0.1939978,0.79642063,quality pods good seen,Performance
0.0027503837,0.020566922,0.97668266,cups work really great,Performance
0.008940648,0.16720946,0.8238499,cups work well,Performance
0.0069422494,0.072823934,0.92023385,work great,Performance
0.005542008,0.16816863,0.82628936,filled create good strong cup coffee,Performance
0.009706922,0.16128,0.8290131,filter pods bucks great value,Price
0.013720099,0.13242581,0.8538541,great deal price,Price
0.30682972,0.5708594,0.12231091,price,Price
0.13278379,0.6481412,0.21907504,save money,Price
0.48833954,0.46273732,0.048923057,coffee drips fast,Use Efficiency
0.00863103,0.09897188,0.8923971,paper really nice thick quality even numbered,Interference
0.27227488,0.7007675,0.02695759,beware moisture dissolve ink page,Durability
0.9149178,0.07746798,0.0076141492,cover looked like crap days,Durability
0.014188781,0.6665234,0.3192878,looking quick review book durability book durable soft notebook,Durability
0.1377861,0.784556,0.07765789,hard erase microwave,Ease of Reprocessing
0.023865882,0.2895243,0.68660986,never microwaved notebook surprisingly works,Ease of Reprocessing
0.24742748,0.6957672,0.056805253,pages erase fully,Ease of Reprocessing
0.6115864,0.36840528,0.020008424,ink never fully erased left behind shadow made making new notes erased pages quite pain,Ease of Reprocessing
0.035580307,0.45260915,0.51181054,fast easy,Ease of Use
0.0062244507,0.09292133,0.90085423,product really easy learn simple use,Ease of Use
0.013870636,0.3807889,0.6053405,easy use setup,Ease of Use
0.014588142,0.36864004,0.6167718,packaging simple easy understand,Aesthetics
0.0037501703,0.061107874,0.935142,scanning app good well,Aesthetics
0.012527071,0.23986949,0.7476034,serves purpose quite well,Performance
0.74704456,0.22542536,0.027530132,poor quality,Performance
0.0016874594,0.06928702,0.92902553,notebook pen work well together,Performance
0.027773628,0.21236235,0.759864,price great,Price
0.002930747,0.045917388,0.9511519,feels good write,Aesthetics
0.00863103,0.09897188,0.8923971,paper really nice thick quality even numbered,Aesthetics
0.035580307,0.45260915,0.51181054,fast easy,Use Efficiency
0.027157452,0.786135,0.18670745,able quickly send pages different services,Use Efficiency
0.1793023,0.67497844,0.1457193,versatile,Adaptability
0.6349796,0.34984544,0.015175003,zippers two bags broke within week,Durability
0.072139576,0.29167435,0.63618606,nice durable,Durability
0.4655877,0.48998272,0.044429608,zipper broke one already,Durability
0.8916292,0.101343475,0.0070272624,zipper keeps getting stuck one zipper broke already,Durability
0.6466078,0.33462766,0.01876453,zippers broke every bag uses,Durability
0.3396412,0.61322486,0.04713388,also dual layer hard get dry washing,Ease of Reprocessing
0.03438785,0.65907663,0.30653557,find easy wash,Ease of Reprocessing
0.00317975,0.07271468,0.9241056,like colorful snack bags made fabrics makes cleaning much easier,Ease of Reprocessing
0.02959431,0.395932,0.57447374,easy use clean,Ease of Reprocessing
0.017952261,0.17109792,0.81094986,love machine washable,Ease of Reprocessing
0.15834473,0.6120446,0.22961062,washable,Ease of Reprocessing
0.02959431,0.395932,0.57447374,easy use clean,Ease of Use
0.00963601,0.2158698,0.7744941,zipper closure much easier ziploc baggie,Ease of Use
0.5391379,0.44040278,0.020459365,zipper tends get caught material,Interference
0.6359576,0.33406362,0.02997875,get stuck zipping really struggled ones well,Interference
0.8916292,0.101343475,0.0070272624,zipper keeps getting stuck one zipper broke already,Interference
0.67613375,0.30379227,0.020074049,zippers get easily stuck couple mine,Interference
0.044150274,0.5700484,0.38580135,size good fit needs,Aesthetics
0.5174098,0.4129158,0.069674484,food dry,Performance
0.6359576,0.33406362,0.02997875,get stuck zipping really struggled ones well,Performance
0.029721847,0.25456747,0.7157107,packs good deal,Price
0.027543016,0.1428828,0.8295742,cute,Aesthetics
0.008866592,0.07014144,0.920992,beautiful,Aesthetics
0.07641116,0.31991255,0.60367626,good durable,Durability
0.038951863,0.5364572,0.42459095,far seem durable,Durability
0.04886504,0.5777874,0.37334758,cleaning simple,Ease of Reprocessing
0.07314631,0.49572822,0.43112555,easy clean,Ease of Reprocessing
0.008215331,0.18614224,0.80564237,super easy wash,Ease of Reprocessing
0.05552024,0.5573478,0.38713193,easy clean dry fast,Ease of Reprocessing
0.041057363,0.7035877,0.25535497,clean easily washer dryer,Ease of Reprocessing
0.030095158,0.21120659,0.7586983,wash great,Ease of Reprocessing
0.30585763,0.56892,0.12522228,soft,Ergonomics
0.03083424,0.6606789,0.30848685,moderately comfortable,Ergonomics
0.26616526,0.4612214,0.27261332,super uncomfortable definitely comfortable,Ergonomics
0.011322232,0.22236381,0.7663139,super comfortable,Ergonomics
0.06891142,0.61633766,0.31475088,made hot could take,Ergonomics
0.20781758,0.7156408,0.07654162,noticed strong chemical smell,Interference
0.116557375,0.81757325,0.06586946,stay place unless laying sitting,Interference
0.13276125,0.77526355,0.09197522,moves little much wearing material,Interference
0.68054205,0.27658257,0.04287535,weird smells,Interference
0.0031675508,0.07284073,0.92399174,stay place pretty well really well,Interference
0.10027081,0.59930605,0.30042315,absorbent,Performance
0.10027081,0.59930605,0.30042315,absorbent,Performance
0.07641116,0.31991255,0.60367626,good durable,Performance
0.04646591,0.5655043,0.3880298,believe absorbent,Performance
0.011039276,0.23860139,0.75035936,super comfortable absorbent,Performance
0.04673084,0.32622275,0.6270464,good quality,Performance
0.13387793,0.71357703,0.15254506,way absorbent,Performance
0.007808357,0.11597236,0.8762193,work well perfect heavier days,Performance
0.9228076,0.07271109,0.004481349,want wish found sooner regular pads tampons cause many problems chafing infections,Safety
0.005758211,0.099565156,0.8946766,good set love spoon various sizes,Adaptability
0.81469584,0.16240129,0.022902856,attractive,Aesthetics
0.035061553,0.23959401,0.7253445,adorable,Aesthetics
0.22027048,0.5611728,0.21855673,durable,Durability
0.22027048,0.5611728,0.21855673,durable,Durability
0.0071583763,0.16858743,0.8242542,great durable teabag,Durability
0.031163901,0.51478153,0.45405462,durable sturdy,Durability
0.060938895,0.57274485,0.3663163,clean easily,Ease of Reprocessing
0.22985163,0.6499875,0.120160855,difficult clean well,Ease of Reprocessing
0.07314631,0.49572822,0.43112555,easy clean,Ease of Reprocessing
0.072741956,0.6255458,0.30171224,washes easy,Ease of Reprocessing
0.056966268,0.43197572,0.51105803,simple easy,Ease of Use
0.07314631,0.49572822,0.43112555,easy clean,Ease of Use
0.06946985,0.50307465,0.42745554,easy use,Ease of Use
0.007616658,0.28687376,0.70550954,easy convenient way precious looseleaf tea work without bringing tea canisters,Ease of Use
0.80873936,0.17579758,0.015462951,makes tea taste like rubber,Interference
0.15917467,0.68792516,0.15290023,smell taste,Interference
0.8252922,0.16368046,0.011027338,wish bottoms somehow attached dropped one garbage cleaning leaves decided throw whole thing away rather dig trash,Interference
0.3742026,0.58840364,0.03739371,smell ca get rid,Interference
0.062213138,0.7943603,0.14342658,smallest holes fine loose teas get,Interference
0.056265973,0.7444465,0.19928752,bottoms easy drop since tiny,Interference
0.1068771,0.8316349,0.061488066,leak bits tea leaves,Performance
0.18078713,0.73868924,0.08052366,tea fall holes,Performance
0.8882606,0.101647295,0.01009208,awful diffuse tea enough,Performance
0.01224734,0.80455524,0.18319738,work well loose teas like ceylon irish varieties small leaves,Performance
0.0106466785,0.14687952,0.8424738,work wonderfully,Performance
0.005980028,0.09991185,0.8941081,works pretty well,Performance
0.036648326,0.38175273,0.58159894,fun,Aesthetics
0.03190934,0.8841829,0.083907776,tea bags weeks made least dozen cups tea,Use Efficiency
0.035646915,0.80450076,0.15985236,also aware realize normal ice cubes would fit top,Adaptability
0.10217061,0.74780154,0.15002789,small one throw briefcase,Adaptability
0.007223884,0.27237895,0.7203971,clips backpack nicely would probably fine belt,Adaptability
0.6061092,0.37525985,0.018630967,downside diameter means bottle fits cupholders vw doesnt fit cupholders even door holden,Adaptability
0.0079784375,0.09599826,0.89602333,bottle beautiful,Aesthetics
0.010482875,0.5961992,0.39331788,first quite rose gold like copper,Aesthetics
0.0066777817,0.06734871,0.92597353,good looking bottle,Aesthetics
0.1691163,0.7378329,0.09305083,attracted design,Aesthetics
0.00267205,0.016247155,0.98108083,looks great wood finish awesome,Aesthetics
0.02329916,0.47332907,0.5033718,slim design lots different exterior choose glad got,Aesthetics
0.006847067,0.1014673,0.8916856,style wise many comments nice shape colours,Aesthetics
0.008904375,0.6077181,0.38337746,also larger even expensive branded version bottle plus,Use Efficiency
0.07585011,0.8137498,0.11040008,lastly bottom pad time started come put super glue try save,Durability
0.024680289,0.69486374,0.28045598,bottle brush fits yo clean ease,Ease of Reprocessing
0.008215331,0.18614224,0.80564237,super easy wash,Ease of Reprocessing
0.040495675,0.8000702,0.15943414,clean easily drop dish soap shake,Ease of Reprocessing
0.033637404,0.8437773,0.12258523,rim fits lip bottle wide even small clean cotton bud deep wipe corner cloth,Ease of Reprocessing
0.10217061,0.74780154,0.15002789,small one throw briefcase,Ease of Storage
0.023887958,0.3424435,0.63366854,bit awkward carry shape makes slide hand quite easy,Ergonomics
0.0037193815,0.25957504,0.7367056,also purchased wide mouth mira bottle order make easy morning coffee,Ergonomics
0.028042905,0.87458086,0.097376145,also light weight fill water heavy think,Ergonomics
0.020300834,0.23615965,0.7435395,opening nice size,Ergonomics
0.73826855,0.2480552,0.0136762615,also keep water inside day gives moldy smell,Interference
0.023887958,0.3424435,0.63366854,bit awkward carry shape makes slide hand quite easy,Interference
0.5437257,0.40893435,0.04733991,little clumsy sometimes drop really loud,Interference
0.4950265,0.4722288,0.032744646,strong metallic smell inside,Interference
0.41396758,0.5482204,0.037812006,first get water tastes kinda metallic put juice first week taste faded,Interference
0.15491927,0.6519425,0.19313823,need coaster,Aesthetics
0.013800209,0.6011766,0.3850232,keeps chilled water chilled entire day,Performance
0.0056986697,0.1336982,0.86060315,holds temperature incredibly well,Performance
0.0049764244,0.22610267,0.7689209,several bottle put refrigerated water small ice cubes still nice cool water,Performance
0.0446201,0.87601525,0.07936474,put tea still lukewarm pm ice stays frozen hours,Performance
0.031834163,0.90058315,0.06758262,keep contents hot cold amount time indicated,Performance
0.4513261,0.51326925,0.03540464,however keep things cold,Performance
0.0069962256,0.18375443,0.80924934,keeps water nice cool,Performance
0.09920386,0.79900956,0.101786576,bottle arrived would completely close,Performance
0.027342362,0.35763863,0.61501896,seal great leak bag,Performance
0.6946463,0.28672883,0.0186248,thing keeps drinks intensely cold,Performance
0.20368552,0.7293514,0.06696308,water stays ice cold overnight,Performance
0.73826855,0.2480552,0.0136762615,also keep water inside day gives moldy smell,Safety
0.0315322,0.35845774,0.61001,like keeping track time shower nice date temperature put product hair need wait number minutes rinsing use timer far complaint clock really like something changes post update later amazon customer novemer shower clock exactly hoped want read instruction manual carefully play around device get grasp works works well clock timer press mode button switch settings easy reset durable dropped repeatedly damage use every day replace battery yet one provided deal water humidity seemingly problem functioning clouding screen also kickstand pop back make stand althou,Adaptability
0.040426023,0.8774318,0.082142174,fits right shower curtain hook outside tub,Adaptability
0.016935032,0.61820364,0.36486128,works well clock timer,Adaptability
0.005142572,0.12783584,0.86702156,nice date temperature,Adaptability
0.12904066,0.69707865,0.17388065,lasted months second one lasted months,Durability
0.9266924,0.06897922,0.004328384,unfortunately second time daughter took shower got wet doesnt work,Durability
0.20084946,0.63192004,0.1672305,water resistant,Durability
0.6045,0.37688205,0.018617965,durable dropped repeatedly damage,Durability
0.18213917,0.76490825,0.05295258,thought description would stick bathroom wall needs hook,Ease of Use
0.057593178,0.6227266,0.31968018,clock easy set,Ease of Use
0.03581153,0.6795439,0.28464463,easy set came battery intuitive controls,Ease of Use
0.040426023,0.8774318,0.082142174,fits right shower curtain hook outside tub,Ease of Use
0.1701536,0.6796698,0.1501766,easy reset,Ease of Use
0.00795646,0.38478994,0.6072536,really easy set whatever timer need,Ease of Use
0.28006122,0.626163,0.09377585,easy kids use,Ease of Use
0.8989143,0.093376964,0.0077087325,young teen would stay shower ran hot water sooooo annoying product minutes mom comes knocking,Interference
0.0315322,0.35845774,0.61001,like keeping track time shower nice date temperature put product hair need wait number minutes rinsing use timer far complaint clock really like something changes post update later amazon customer novemer shower clock exactly hoped want read instruction manual carefully play around device get grasp works works well clock timer press mode button switch settings easy reset durable dropped repeatedly damage use every day replace battery yet one provided deal water humidity seemingly problem functioning clouding screen also kickstand pop back make stand althou,Performance
0.026710674,0.7426058,0.2306835,shower getting late work taking long showers different time settings helped develop discipline,Performance
0.007745589,0.09551464,0.8967398,working great,Performance
0.11005773,0.7353349,0.15460742,worked got shower time,Performance
0.016935032,0.61820364,0.36486128,works well clock timer,Performance
0.5171884,0.45841384,0.024397753,started weird glitch timer reaches zero sound toggles clock mode set time date,Performance
0.0043068496,0.044085264,0.9516079,seems working great,Performance
0.032436684,0.53085196,0.43671128,far complaint clock really like,Performance
0.4168301,0.47933814,0.10383181,tells annoying shower reasonable time mom dad saving money,Price
0.13901474,0.81617063,0.04481472,thing might matter potential buyer bit delay register correct temperature seen gradually builds every seconds going degrees f take couple minutes get,Use Efficiency
0.004456389,0.08129928,0.91424435,nice amour light beautiful flickering effect,Aesthetics
0.04785338,0.33676228,0.61538434,color much better,Aesthetics
0.42763987,0.5048986,0.06746153,brighten deck flicker obnoxiously,Aesthetics
0.23246457,0.62119967,0.14633584,use decoration,Aesthetics
0.01979928,0.4789557,0.5012451,outside summer still like new,Durability
0.005526763,0.103883885,0.89058936,candles work great even get rained,Durability
0.21622032,0.68368626,0.100093454,two corridod battery inside,Durability
0.077602684,0.8506686,0.0717287,need direct sunlight charge,Ease of Reprocessing
0.0020001559,0.08373172,0.9142682,candles charging working well,Ease of Reprocessing
0.15744637,0.6889163,0.15363735,flip switch,Ease of Use
0.096495606,0.8035111,0.09999341,need flick switch bottom ready go,Ease of Use
0.8015617,0.17491141,0.023526797,work waste,Performance
0.0020001559,0.08373172,0.9142682,candles charging working well,Performance
0.8710256,0.118244514,0.010729964,bad product arrived didnt stay even charged sun day one working,Performance
0.005019721,0.069933996,0.92504627,far working great,Performance
0.007298605,0.15316877,0.8395326,really work well,Performance
0.28846058,0.568544,0.14299549,love around worry kids either burning swallowing battery seems big story area especially toys,Safety
0.03665305,0.37223122,0.5911157,looks slick,Aesthetics
0.0086774,0.22971213,0.7616105,actually took mount everest handled extreme environment well,Durability
0.027651032,0.38516712,0.58718187,seems durable,Durability
0.019267568,0.3241719,0.65656054,well built power bank option save life,Durability
0.16412644,0.68343914,0.15243442,substantially built,Durability
0.8685692,0.12625301,0.005177822,product also fell apart trip light use,Durability
0.8977567,0.0942336,0.008009638,thrilled product disappointed life,Durability
0.20084946,0.63192004,0.1672305,water resistant,Durability
0.036308777,0.58248234,0.3812089,reassuring know need lighter cheaper faster thinner would endowed five stars,Ease of Reprocessing
0.024735732,0.5495286,0.42573565,wish charged sunlight quicker would restore battery full day hiking daylight,Ease of Reprocessing
0.30506912,0.6143029,0.08062803,extremely heavy,Ergonomics
0.5097824,0.44500908,0.045208484,kinda clumsy awkward carry fairly heavy,Ergonomics
0.25406757,0.6930651,0.052867286,much bit heavy thick,Ergonomics
0.5097824,0.44500908,0.045208484,kinda clumsy awkward carry fairly heavy,Interference
0.0032920246,0.07048237,0.92622554,charged plus quickly wife moto z time still led blue lights still available difficult choice would highly recommend,Performance
0.014425875,0.21940342,0.76617074,charges really well,Performance
0.22805394,0.57911366,0.19283241,work,Performance
0.011239882,0.1015363,0.88722384,good product,Performance
0.36822492,0.45160884,0.18016626,great product drain easily,Performance
0.494493,0.47576344,0.029743593,lose power fast,Performance
0.0031948583,0.08589744,0.9109077,beast powerful completely charged iphone plus times got done less two hours time,Performance
0.0036361176,0.06222514,0.9341388,excellent powerbank,Performance
0.056228183,0.59155077,0.35222107,lighter cheaper faster thinner would endowed five stars,Price
0.0051433463,0.20773281,0.7871238,charger affordable charges phone relatively quickly,Price
0.0106484275,0.5864038,0.40294772,charged plus quickly wife moto z time,Use Efficiency
0.22688045,0.6709099,0.10220975,efficient one used,Use Efficiency
0.0031948583,0.08589744,0.9109077,beast powerful completely charged iphone plus times got done less two hours time,Use Efficiency
0.0051433463,0.20773281,0.7871238,charger affordable charges phone relatively quickly,Use Efficiency
0.058853537,0.7711047,0.17004183,thing charges devices quickly,Use Efficiency
0.0580941,0.69430643,0.24759944,mobility versatility,Adaptability
0.0054245084,0.06680587,0.9277696,product beautiful perfectly sized,Aesthetics
0.093044184,0.4037754,0.5031804,expected battery crap year years casual use beat toddler still works well new,Durability
0.66104126,0.32664827,0.012310507,water whatsoever gets keyboard fried,Durability
0.7376766,0.24862261,0.013700722,used keyboard year half keys stopped responding consistently eventually longer reliable,Durability
0.269478,0.6714594,0.059062608,use thing every single day type hours well year never replaced internal watch battery ever run power even dimly lit office,Durability
0.034126367,0.30346054,0.6624131,always works,Durability
0.5464305,0.4242236,0.02934589,reciever also compact unlikley get damaged lugging laptop around,Durability
0.21925254,0.7421032,0.038644224,keyboard meant heavy use,Durability
0.2036938,0.6660544,0.13025175,stop recharging months get fixed,Durability
0.037465937,0.6290595,0.33347458,store cabinet still seems get enough light keep battery charge,Ease of Reprocessing
0.1611989,0.73565936,0.10314177,never issue solar performance,Ease of Reprocessing
0.09299887,0.81627226,0.09072892,solar cells work little light,Ease of Reprocessing
0.2702589,0.5945565,0.13518453,zero problems charging holding charge,Ease of Reprocessing
0.2036938,0.6660544,0.13025175,stop recharging months get fixed,Ease of Reprocessing
0.22573188,0.7160727,0.05819546,throw thing briefcase go,Ease of Storage
0.004053911,0.15367635,0.8422697,fits nicely laptop bag,Ease of Storage
0.022389548,0.4337651,0.5438453,even bought one mother figured user friendly,Ease of Use
0.02705126,0.5880837,0.38486502,super slim easy type,Ease of Use
0.12849382,0.7843154,0.087190814,responsive practical keyboard ever used,Ease of Use
0.07641189,0.7933652,0.13022299,normally prefer keyboard little key depth,Ergonomics
0.00262227,0.027589945,0.9697878,feels pretty good fingertips typing,Ergonomics
0.02705126,0.5880837,0.38486502,super slim easy type,Ergonomics
0.06534814,0.8575201,0.07713178,never issue solar performance keys keystroke,Ergonomics
0.021474896,0.39751476,0.5810104,comfortable,Ergonomics
0.011206609,0.31938443,0.669409,keyboard thin light laptop type keys said key press satisfying even typing playing fps games sort sleek yet solid feedback,Ergonomics
0.5280377,0.44284475,0.029117493,suddenly stop reason keyboard waits enough energy complete task,Interference
0.0135696465,0.4114108,0.5750196,easily accessible switch clean without random keystrokes sent computer,Interference
0.08917395,0.5141296,0.39669654,well designed,Aesthetics
0.034126367,0.30346054,0.6624131,always works,Performance
0.008523299,0.06154427,0.9299324,used nearly six months performance absolutely wonderful never issue solar performance keys keystroke,Performance
0.1876193,0.5762783,0.23610239,productive,Performance
0.011206609,0.31938443,0.669409,keyboard thin light laptop type keys said key press satisfying even typing playing fps games sort sleek yet solid feedback,Performance
0.5280377,0.44284475,0.029117493,suddenly stop reason keyboard waits enough energy complete task,Use Efficiency
0.12849382,0.7843154,0.087190814,responsive practical keyboard ever used,Use Efficiency
0.18604328,0.7348578,0.079099,fit car window advertised,Adaptability
0.02100745,0.2476778,0.7313148,fit good,Adaptability
0.0073419707,0.104063876,0.88859415,new rain cover also great worry rain getting car love,Adaptability
0.06765806,0.8835414,0.048800513,solar panel sits outside window tilts adjust,Adaptability
0.008990186,0.8470605,0.14394924,button activated sun angle sunshine plate driving go,Adaptability
0.0978006,0.7976363,0.104563124,also wide gap installed,Aesthetics
0.67275214,0.2627531,0.064494826,ugly,Aesthetics
0.0056971507,0.26134744,0.73295534,easy cut vinyl spacers sturdy adjusted perfectly,Durability
0.03634648,0.75954795,0.20410556,installation easy diagram came ventilator,Ease of Use
0.047803313,0.59817976,0.35401696,fast easy install remove,Ease of Use
0.13525373,0.7426333,0.12211295,hassle put take,Ease of Use
0.031940147,0.46020192,0.5078579,easy use install,Ease of Use
0.30000782,0.621211,0.07878125,kinda loud,Interference
0.5262991,0.44235453,0.03134634,noise level high especially highways,Interference
0.008878576,0.25711447,0.73400694,love makes quiet calming fan noise working,Interference
0.62355584,0.33718663,0.039257567,plus noisy,Interference
0.55590796,0.41156393,0.032528155,water leak,Interference
0.25435686,0.7029036,0.0427395,automatic windows come sense obstruction challenge getting window rolled way koolcar,Interference
0.9479224,0.046059385,0.006018234,utterly useless,Performance
0.007309075,0.19211422,0.8005767,high quality fans work well,Performance
0.016224558,0.2158785,0.7678969,job cools care,Performance
0.009154416,0.0883821,0.90246344,works great,Performance
0.0032601268,0.029651383,0.9670885,works really good,Performance
0.06024258,0.79830694,0.1414504,noticeably cooled car supposed,Performance
0.006883597,0.09131604,0.90180033,kulcar fabulous product worked exactly advertised,Performance
0.063192494,0.5065583,0.43024924,friends new car solar panels roof thing mine costs lot less,Price
0.43274018,0.49855337,0.068706445,way bulky,Aesthetics
0.11328825,0.8279183,0.058793414,also sensitive light hitting panel,Durability
0.0059176283,0.30469686,0.68938553,fit perfectly cup holder pockets backpack forth,Adaptability
0.007327113,0.12003454,0.87263834,pro microwave great,Adaptability
0.018937342,0.8038598,0.17720293,put microwave microwave safe reheat coffee,Adaptability
0.0029389232,0.042318325,0.95474267,great modern aesthetic proud seen,Aesthetics
0.43750888,0.5269629,0.035528246,causes lid crack,Durability
0.5534991,0.430885,0.0156159485,repeatedly warmed previous cup contents microwave causing rubber grip band loosen fail,Durability
0.18179259,0.63777953,0.18042785,crack side,Durability
0.16352625,0.6789377,0.1575361,mug part sturdy,Durability
0.22027048,0.5611728,0.21855673,durable,Durability
0.026305353,0.40423015,0.5694645,seem well made engineered,Durability
0.012207559,0.3240014,0.66379106,dishwasher safe means easy cleaning,Ease of Reprocessing
0.1181058,0.65435064,0.22754362,dishwasher safe,Ease of Reprocessing
0.1181058,0.65435064,0.22754362,dishwasher safe,Ease of Reprocessing
0.07314631,0.49572822,0.43112555,easy clean,Ease of Reprocessing
0.12431218,0.59772104,0.27796677,easy wash,Ease of Reprocessing
0.07314631,0.49572822,0.43112555,easy clean,Ease of Reprocessing
0.04561754,0.63618743,0.31819504,simple reusable,Ease of Use
0.007329655,0.59348756,0.39918286,straightforward mug easy use,Ease of Use
0.114592075,0.7213341,0.16407384,although lid challenge install properly,Ease of Use
0.056888536,0.512837,0.4302745,lids easy,Ease of Use
0.6282293,0.3545597,0.01721093,adequately insulates hand hot contents,Ergonomics
0.015456513,0.47678593,0.50775754,comfortable hold,Ergonomics
0.3677122,0.60192156,0.03036619,also way seal drinking hole car hit bump stop suddenly prepared get hot liquid spilled cup holder,Interference
0.5885531,0.39014646,0.021300433,little crevices weird shaped areas stuff gets stuck builds,Interference
0.9520313,0.044532053,0.0034365994,using paper cup cup coffee work like godless colleagues want kill planet,Aesthetics
0.080189124,0.84273314,0.07707762,lid secure time thread,Performance
0.2544263,0.5848928,0.1606809,leak,Performance
0.037947685,0.73469615,0.22735615,insulation hot cold efficient,Performance
0.0068257484,0.17752285,0.8156514,insulating properties good,Performance
0.04020232,0.74281436,0.21698333,keep drink hot cold ever like,Performance
0.008880252,0.46087968,0.53024006,keeps coffee tea warm long need,Performance
0.55060977,0.42981657,0.019573646,lastly leak issues,Performance
0.08510794,0.70965487,0.20523724,lids seal properly,Performance
0.15631771,0.6317823,0.21189995,lid screws nicely never leaks smooth lips,Performance
0.017695228,0.3655463,0.61675847,keeps hot quite,Performance
0.12460268,0.7054949,0.16990243,top longer stays,Performance
0.6061714,0.3668282,0.027000368,unfortunately one lids fit,Performance
0.6792156,0.2883608,0.03242358,cheap enough husband loses one wo cry,Price
0.24228577,0.63433015,0.12338408,economical price,Price
0.3677122,0.60192156,0.03036619,also way seal drinking hole car hit bump stop suddenly prepared get hot liquid spilled cup holder,Safety
